"userid","imode","sample_group","intstart","intend","totaltime","finished","indate","spr","birthyear","age","agecat","sex","f10000","f10100","f13400a","f13400b","f13400c","f13400d","f13400e","f13400f","f12700c","f12700rec","f12720rec","f12720main6","f12730c","f12730rec","f12740rec","f12740main6","Q03","Q04a","Q04b","Q04c","Q04d","Q04e","Q04f","Q04g","Q05b","Q05a","Q05c","Q05d","Q05e","Q06a","Q06b","Q06c","Q06d","Q07","Q09","f14610","f15656","f11100","exp_GE","Q_E1","Q_E2","Q_E3","Q_E4","f11100rec","f11700","f11301","f11302","f11303","f11304","f11305","f11306","f11307","f11308","f11309","f11310","f11311","f11312","f11400rec","f11400main6","Q1","Q2","f11600","f11605","Q3","Q9a_web","Q9a_paper","Q9b_web","Q9b_paper","Q9c_web","Q9c_paper","Q9d_web","Q9d_paper","Q4a_web","Q4a_paper","Q4b_web","Q4b_paper","Q4c_web","Q4c_paper","Q4d_web","Q4d_paper","Q4e_web","Q4e_paper","Q4f_web","Q4f_paper","Q4g_web","Q4g_paper","Q4h_web","Q4h_paper","Q4i_web","Q4i_paper","Q5","Q6","Q7","Q8","f11800rec","f11800main6","f11800ZH","f11800TI","f11800GE","f11900","f12010","f12021","f12022","f12023","f12030a","f12030b","f12030c","f12030d","f12030e","f12030f","f12030g","f12030h","f12030i","f12030j","f12030k","f12030l","f12030m","f12030o","f12025","f12301","f12301p","f12301pmain6","f12302","f12302p","f12302pmain6","f10200","f10200rec","f10250","f10300rec","f10300main6","Q14a","Q14b","f14400a","f14400b","f14400c","f14400d","f14400e","f14400f","f14400g","f14400h","f14400i","Q16a","Q16b","Q16c","Q16d","Q16e","f15130a","f15130b","f15130c","f15130d","f15130e","f15130f","f15130g","f15130h","f15130i","f15200","f13700","f14000","f14050","f14010rec","f14010main6","f14070","f13306","f13660a","f13660b","f13660c","f13660d","f13660e","f13660f","f13660g","f13660i","f13660j","f13660k","f13660l","f13660m","f13660n","f12500","f14079a","f14079b","f14079c","f14079d","f14079e","f14079f","f14079g","f14079h","f14081rec","f14081main6","f20211","f20212","f20213","f21000a","f21000b","f21000c","f21000d","f21000e","f21000f","f21000g","f21000h","f21010a","f21010b","f21010c","f21010d","f21010e","f21010f","f21010g","f12026","f21020","f21030","f13322","f12900rec","f12900main6","f12905rec","f12905main6","f15420","f15430","f15435","f15440","f15470","f15480","f15485","f15810","f15811","f15812","f15813","Q08","f15900","f15900rec","f16300","f16300rec","f16312","f16312rec","f16313","f16313rec","f20300","E11","f20500","f20700","f20710","f20221","f20210rec1","f20210rec2","f20210rec3","f20760","f20900","f21310","E6b_lev","f21400","f26100","f21500_f24900","f21500","f24900","f21550_f24950","f21550","f24950","ISCO08prof_r","ISCO08prof_r_pre","ISCO08prof_r_pst","f21700_f25100","f21700","f25100","f21750_f25150","f21750","f25150","f21800","class16_r","class8_r","class5_r","f21910","E6b_lev_partner","f22000_f22400","f22100_f22500","f22150_f22550","ISCO08prof_p","ISCO08prof_p_pre","ISCO08prof_p_pst","f22300_f22700","f22350_f22750","class16_p","class8_p","class5_p","f22910","E6b_lev_main_earner","f23000_f23400","f23100_f23500","f23150_f23550","ISCO08prof_me","ISCO08prof_me_pre","ISCO08prof_me_pst","f23300_f23700","f23350_f23750","class16_h","class8_h","class5_h","class16","class8","class5","f28910","f29100","f21200","canton_sample","bigregion_sample","lingreg_sample","birthcountry_sample","hhsize_sample","taxableincome","smt9","msize","foreigners","msvp","msp","mfdp","mgps","mcvp","mglp","mbdp","weight_d","weight_d_t","weight_d_p","weight_tot","weight_t_zh","weight_p_zh","weight_tot_zh","weight_t_ti","weight_p_ti","weight_tot_ti","weight_t_ge","weight_p_ge","weight_tot_ge"
5562,1,0,10/27/2019 17:42:31,10/27/2019 18:20:57,38.4166666666667,1,,1,1964,55,5,2,12,4,3,3,3,4,4,3,6,8,,,,,,,3,3,3,3,3,2,2,1,2,1,3,1,1,2,4,3,1,2,2,2,3,1,,,,,,0,,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,3,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,2,2,2,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,1,4,4,4,4,,,8,8,5,8,9,8,8,2,2,2,4,,,,,4,5,3,5,4,5,5,5,5,2,5,2,5,0,,0,,0,4,1,1964,3,,,,,8100,,,1,6,5,,1,,3,3,,,,,5320,5320,,1,1,,3,3,,,15,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,4,3,2,1,"BS",3,"de",8100,3,82770.196,11,1,37.722486,11.284585,34.031621,5.7729968,19.402623,4.1344772,5.5636903,0.38312972,1.66414215117431,3.29890711774683,1.66414215117431,3.29890711774683,1,1,1,1,1,1,1,1,1
5563,1,0,10/28/2019 07:45:42,10/28/2019 08:56:39,70.95,1,,1,2000,19,1,1,1,2,2,3,3,3,2,3,101,5,40,1,1,16,40,1,1,3,4,3,3,4,2,4,2,1,1,2,2,1,3,1,1,3,2,2,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,1,,,3,2,1,2,1,0,1,0,,0,0,0,,,,1,0,0,0,1,4,40,1,993,993,9,,3,,,,4,5,7,7,3,10,0,2,4,,,8,7,7,8,5,8,4,1,10,0,4,6,,,9,2,2,1,40,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0,1,,,1,,,1,1,2,4,4,4,,,7,5,6,10,2,7,6,1,2,2,2,40,1,40,1,2,5,1,3,5,1,4,4,4,2,4,2,3,1,1,1,4,0,4,1,2000,4,5,2,1,1,8100,,,2,3,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,3,,3352,3352,,2,11,10,5,2,10,5,2,14,1,2,"ZH",4,"de",8100,5,94240.775,21,5,19.527797,33.669529,11.983895,15.630007,11.967462,4.1873793,14.275297,2.3694589,1.11877245644945,0.698074928508691,1.41879150350834,0.885276332708029,0.581216356,1.403554054,0.815768572714907,1,1,1,1,1,1
5564,1,0,10/21/2019 15:24:44,10/21/2019 15:56:31,31.7666666666667,1,,1,1957,62,5,2,1,2,2,1,1,3,4,2,5,8,40,1,2,16,10,2,1,4,2,2,1,1,2,4,1,1,4,1,2,2,3,2,3,2,2,3,3,3,,,,,,0,,1,2,2,1,2,2,2,2,2,2,2,2,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,10,2,5,5,8,6,0,9,0,0,6,,,7,7,8,5,6,6,6,0,10,0,0,7,,,9,2,2,1,40,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,0,1,,,1,,,1,1,2,4,4,4,,,9,9,9,7,8,8,9,1,2,2,3,10,2,20,3,2,4,2,2,4,4,4,4,5,4,4,4,4,0,1,1,,0,3,0,2005,1,2,,,1,8100,,,2,7,5,,2,,3,3,,,,,3213,3213,,1,1,,3,3,,2,6,3,2,13,2,1,2,,3000,3000,,1,3,14,7,2,,,,,,,,,,,,,,6,3,2,13,1,2,"ZH",4,"de",8100,2,71235.769,21,5,29.894763,41.609695,19.756879,8.7021671,6.284066,3.4239263,9.8709472,2.0884452,1.11877245644945,2.21779516678658,1.11877245644945,2.21779516678658,2.360181589,1,2.360181589,1,1,1,1,1,1
5565,1,1,10/26/2019 19:34:53,10/26/2019 20:19:54,45,1,,2,1969,50,4,1,25,2,3,1,4,4,3,3,16,8,130,7,33,4,50,6,1,,4,2,,,1,,,,,,,,,,,2,2,3,3,,1,4,,,,1,2,,,,,,,,,,,,,,,2,2,,3,2,1,,4,,4,,4,,4,,1,,2,,1,,4,,1,,4,,1,,4,,3,2,3,4,50,6,,,7,4,1,,,,,,,,,,,,,,,,,,,169,50,6,171,30,5,1,1,25,130,7,,,0,0,5,0,8,0,0,,0,,,,,,10,8,3,10,3,7,10,,10,1,2,2,1,130,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,0,0,0,0,0,0,,,1,,,1,1,1,4,4,4,,,5,5,5,5,0,8,8,2,2,1,3,10,2,,,5,4,1,1,1,1,3,1,5,1,5,1,3,1,1,1,3,0,4,1,1969,4,3,1,1,2,8100,,,7,,4,,2,,3,3,,,,,6130,6130,,1,1,,12,12,,2,7,4,4,13,2,1,2,,2300,2300,,2,6,13,7,1,,,,,,,,,,,,,,7,4,4,8,1,1,"GE",1,"fr",,,86601.858,11,1,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1,1,1,1,1,1,0.582254109,0.81939259,0.477094702411652
5566,2,1,,,,,221119,2,1945,74,6,2,25,3,3,4,4,4,4,4,3,10,90,7,19,13,90,7,4,,2,2,,,1,,,,,,,,,,,2,2,4,3,,1,4,,,,1,5,,,,,,,,,,,,,,,2,2,,1,2,,1,,2,,3,,,,5,,1,,3,,1,,3,,1,,3,,5,,3,2,4,3,1,90,7,,,1,2,2,1,,,,,,,,,,,,,,,,,1,162,90,7,993,993,9,1,1,25,404,7,,,,2,2,,0,1,0,0,8,,,,,,,,,,,,,,8,5,2,2,,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,,,,,,,,5,5,5,5,10,5,10,2,,2,4,10,2,10,2,4,5,2,2,2,2,4,2,2,5,4,2,,0,,0,,0,1,0,1975,3,2,1,,2,8100,,,1,6,5,,7,1,3,,3,,,,5000,,5000,1,,1,2,,2,1,15,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,4,4,1,1,"GE",1,"fr",,,67399.549,11,3,44.025754,15.723105,21.080155,9.6332441,21.300523,5.9097189,3.6885461,0.37952324,0.142744365078352,0.0890674970344977,0.133578438071211,0.0833482787937015,1,1,1,1,1,1,0.582254109,1.30082143,0.757408622692756
5567,1,1,10/28/2019 21:04:42,10/28/2019 21:25:19,20.6166666666667,1,,2,1980,39,3,1,25,2,4,2,4,3,3,4,24,12,30,5,42,12,,,1,,3,2,,,3,,,,,,,,,,,3,2,4,3,,1,3,,,,0,,2,2,2,2,2,2,1,2,2,2,2,2,30,5,3,,,,1,1,,4,,3,,4,,1,,4,,2,,4,,1,,4,,1,,4,,2,,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,25,30,5,,,0,0,10,0,7,0,0,,0,,,,,,9,7,2,6,2,5,9,,7,3,1,2,1,30,5,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,10,1,1,1,0,0,0,0,0,,,1,,,1,4,4,4,4,4,,,8,0,9,0,9,7,9,2,,1,2,,,30,5,3,5,2,5,2,1,2,1,5,3,5,2,5,0,1,1,,0,1,0,1980,4,3,1,1,2,8100,,,7,,13,2,1,,3,3,,,,,2341,2341,,2,2,,6,6,,1,14,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,2,6,1,1,"GE",1,"fr",,,86601.858,11,1,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1,1,1,1,1,1,1.796684786,1,1.796684786
5568,1,1,11/3/2019 21:48:27,11/3/2019 22:02:22,13.9166666666667,1,,2,1978,41,3,2,25,2,3,2,3,1,1,2,42,12,30,5,19,13,30,5,2,,3,5,,,3,,,,,,,,,,,3,2,3,3,,4,,,,4,1,3,,,,,,,,,,,,,,,2,2,,1,2,1,,4,,1,,2,,2,,2,,2,,2,,3,,2,,3,,4,,2,,1,5,1,1,30,5,,,6,1,2,,,1,1,1,,0,1,0,0,,0,,0,0,1,0,3,171,30,5,169,50,6,1,1,25,30,5,,,2,2,10,0,10,0,0,,0,,,,,,9,6,3,10,2,7,9,,10,2,2,1,,30,5,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,1,0,0,0,0,,,1,,,1,2,2,4,4,4,,,10,8,7,7,7,8,8,2,2,2,1,30,5,,,5,3,1,1,1,1,1,1,4,1,4,1,3,1,3,0,4,0,2,0,2013,3,3,2,2,2,8100,,,7,,13,2,2,,1,1,,,,,1431,1431,,4,4,,13,13,,,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2,8,2,1,"GE",1,"fr",,,86601.858,11,1,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1,1,1,1,1,1,0.582254109,0.92664953,0.539545496445419
5570,1,0,11/12/2019 14:44:04,11/12/2019 15:17:33,33.4666666666667,1,,3,1962,57,5,2,21,2,3,2,3,4,2,4,62,8,402,7,40,14,405,7,2,3,4,3,5,2,4,4,2,1,3,3,3,1,1,1,1,3,2,3,4,4,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,4,,2,1,,,,,,,,,,,,,,,,,,,114,20,3,116,10,2,1,1,21,20,3,5,4,7,10,0,5,0,0,0,0,,7,7,7,7,7,7,5,0,10,0,0,3,10,,7,1,1,,20,3,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,10,6,10,10,10,10,6,,,1,1,20,3,20,3,3,5,2,5,2,3,5,2,3,2,5,2,3,1,1,1,,0,4,1,1962,3,2,2,0,3,8100,,,2,3,6,,1,,4,4,,0,0,,2200,2200,,,,,3,3,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,3,"TI",7,"it",8100,2,84514.535,12,5,42.177963,9.8249193,14.006459,14.601394,11.779704,29.083801,1.3173551,,0.340904815527355,0.212712695379339,0.431243789493073,0.269081059141892,1,1,1,0.738516082,1.32411594,0.977880916122547,1,1,1
5571,1,0,10/31/2019 14:51:45,10/31/2019 15:17:12,25.4333333333333,1,,2,1976,43,3,2,24,3,3,3,3,4,4,4,33,4,50,6,62,8,40,1,3,4,2,2,2,4,3,1,2,1,4,2,3,2,3,3,1,2,3,3,3,4,,,,,,1,5,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,,,,2,1,,,,,,,,,,,,,,,,,,,157,50,6,148,50,6,2,1,24,,,2,2,0,0,0,3,10,0,0,,,4,9,0,0,0,4,7,0,10,2,7,,,,7,2,2,1,50,6,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,,2,8212,8218,2,4,1,3,4,4,4,4,6,6,0,0,0,6,4,2,2,1,3,30,5,30,5,4,4,4,4,2,1,2,3,4,4,5,2,3,1,,0,,0,4,1,1976,3,2,1,,2,8100,,,2,6,5,,10,2,3,,3,,,,4110,,4110,1,,1,1,,1,1,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,4,2,3,1,"NE",2,"fr",8100,2,,,5,17.815183,13.384921,18.9794,25.77643,21.917808,2.8652097,10.153717,,1.86071679342082,1.16102227495341,1.34219992117476,0.837485861058803,1,1,1,1,1,1,1,1,1
5572,2,0,,,,,261119,1,1985,34,2,2,1,2,2,3,3,3,3,3,1,16,30,5,48,16,30,5,2,3,3,2,4,5,3,2,3,1,3,3,3,2,3,1,2,3,2,3,3,4,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,2,,,1,2,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,3,30,5,4,40,1,1,1,1,404,7,4,4,10,4,6,7,3,4,7,0,0,8,5,8,4,4,7,5,1,,0,2,8,,,7,2,2,1,10,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,1,,,1,,,1,1,,,,,,,8,8,8,8,8,8,8,1,2,,2,40,1,10,2,4,5,2,3,4,3,4,4,4,1,3,1,3,1,1,1,,0,4,1,1985,1,5,1,3,1,8100,,,1,6,5,,2,,2,2,,,,,2340,2340,,1,1,,6,6,,2,14,7,2,5,,1,2,,,,,1,2,,,,,,,,,,,,,,,,,14,7,2,9,1,1,"ZH",4,"de",8100,5,79588.112,11,3,22.996947,24.581249,17.359273,11.752596,16.48881,3.6960891,15.370609,2.241806,1.11877245644945,0.698074928508691,1.12368937413129,0.701142913369642,0.581216356,0.951660714,0.553120772339438,1,1,1,1,1,1
5573,1,0,10/25/2019 13:50:53,10/25/2019 14:38:09,47.2666666666667,1,,1,1946,73,6,2,1,2,2,2,4,4,4,3,6,8,30,5,17,4,50,6,3,5,4,2,4,4,1,2,2,1,3,5,2,2,3,1,1,2,2,2,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,6,,,1,1,,,,,,,,,,,,,,,,,,,3,30,5,8,50,6,1,1,1,30,5,5,5,0,0,10,0,8,0,0,,,5,10,8,5,7,9,9,1,10,3,7,9,,,7,2,2,1,30,5,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,1,,,1,,,1,1,2,4,4,2,,,10,10,8,5,10,9,9,2,2,2,3,30,5,,,4,3,3,2,2,2,2,2,4,3,4,,3,1,1,1,,,4,1,1950,1,2,,,1,8100,,,2,6,2,,7,2,3,,3,,,,5223,,5223,1,,1,14,,14,2,15,8,4,5,,1,2,,3434,,3434,4,3,15,8,4,,,,,,,,,,,,,,15,8,4,11,2,1,"ZH",4,"de",8100,2,65390.914,11,4,46.061059,28.010238,20.901029,11.098827,11.126466,7.3255143,13.460152,1.5585945,1.11877245644945,0.698074928508691,0.807009593382724,0.503545793390675,0.581216356,0.707729032,0.411343689014447,1,1,1,1,1,1
5574,1,0,10/28/2019 16:37:38,10/28/2019 17:00:03,22.3833333333333,1,,1,1989,30,2,1,1,3,2,3,3,2,2,3,33,4,60,4,,,,,3,3,3,4,3,4,2,2,2,2,2,4,2,3,2,2,2,2,2,3,2,2,,,,,,0,,2,2,1,1,2,1,2,2,2,2,2,2,70,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,70,7,4,3,4,1,1,3,3,3,6,,,6,5,8,7,,3,3,1,9,4,4,6,,,6,2,2,2,,,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,,,1,,,1,1,2,3,3,3,,,6,5,6,6,0,6,6,,,2,3,,,,,4,5,5,2,2,4,2,3,4,1,3,4,4,0,1,1,4,0,1,0,1989,4,2,1,,1,8100,,,7,,10,,1,,2,2,,,,,3334,3334,,1,1,,4,4,,3,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2,15,1,1,"ZH",4,"de",8100,3,79588.112,11,3,22.996947,24.581249,17.359273,11.752596,16.48881,3.6960891,15.370609,2.241806,1.11877245644945,2.21779516678658,1.11877245644945,2.21779516678658,2.360181589,1,2.360181589,1,1,1,1,1,1
5575,1,0,10/21/2019 13:27:40,10/21/2019 13:48:09,20.4666666666667,1,,1,1952,67,6,1,1,2,4,2,4,4,4,2,17,4,50,6,2,16,30,5,2,4,4,2,5,4,4,4,2,2,2,4,4,3,3,2,2,3,2,3,3,4,,,,,,1,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,6,,,3,2,1,1,1,0,0,1,0,,0,0,,,,0,0,0,0,,3,30,5,7,10,2,1,1,1,30,5,5,5,2,2,7,0,10,5,6,,,7,8,10,3,8,8,6,1,,1,5,7,,,1,1,1,,30,5,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,,,2,8229,8229,1,1,4,3,3,4,3,,5,7,5,5,2,7,6,2,2,2,3,,,,,4,2,2,2,1,1,2,1,1,1,2,1,3,1,1,1,4,0,2,0,1984,1,3,,1,1,8229,,,7,,13,3,2,,3,3,,,,,2120,2120,,2,2,,11,11,,3,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,15,1,1,"ZH",4,"de",8234,3,83974.332,11,1,32.45371,13.671502,25.629304,11.824194,20.389503,3.5024246,15.659914,0.91373462,1.11877245644945,0.698074928508691,0.807009593382724,0.503545793390675,0.581216356,0.707729032,0.411343689014447,1,1,1,1,1,1
5576,1,0,11/15/2019 16:56:16,11/15/2019 18:17:46,81.4833333333333,1,,1,1969,50,4,2,22,2,,,,,2,2,1,16,,,24,12,,,3,4,2,4,4,2,2,2,2,1,2,2,1,2,2,2,2,3,2,3,3,2,,,,,,0,,1,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,4,3,,,,,,,,,,,,5,3,,,,,,,,,,,5,2,2,2,,,,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,,,2,8212,8100,1,1,1,4,4,4,4,,10,8,10,7,7,8,8,2,,1,3,,,,,4,5,3,4,2,4,2,4,5,2,5,1,3,1,1,1,,0,4,1,1992,1,4,,2,2,8100,,,1,6,13,,1,,3,3,,,,,1420,1420,,1,1,,1,1,,1,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2,15,2,2,"VD",1,"fr",8100,4,123887.42,22,7,29.063604,21.755725,14.198473,27.709924,11.20229,4.7137405,16.603053,0.15267176,2.61214952013098,5.17818663417561,2.61214952013098,5.17818663417561,1,1,1,1,1,1,1,1,1
5577,1,0,10/26/2019 15:20:38,10/26/2019 15:47:52,27.2333333333333,1,,1,1986,33,2,2,1,2,3,2,4,3,4,2,17,4,60,4,45,2,10,2,2,5,4,2,5,5,4,3,5,1,2,4,4,3,3,1,2,3,2,4,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,4,,,1,2,1,2,1,1,0,1,0,0,1,0,,,,0,0,0,0,3,3,30,5,6,60,4,1,1,1,,,4,4,10,1,7,0,6,10,0,,,8,9,8,3,,7,5,2,10,1,5,7,,,5,1,1,,60,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,8,1,1,0,0,0,0,0,0,,,1,,,1,1,3,4,4,4,,,3,7,7,4,2,9,8,2,2,,2,,,,,3,4,4,1,3,3,2,2,1,1,2,4,3,1,1,1,3,0,4,1,1988,4,1,,,1,8100,,,2,6,13,2,1,,2,2,,,,,2161,2161,,1,1,,5,5,,,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,10,1,1,"ZH",4,"de",8100,1,83974.332,11,1,32.45371,13.671502,25.629304,11.824194,20.389503,3.5024246,15.659914,0.91373462,1.11877245644945,0.698074928508691,0.972903570754423,0.607057839764516,0.581216356,0.789275362,0.458739749782221,1,1,1,1,1,1
5578,2,0,,,,,211119,1,1947,72,6,2,2,2,2,2,4,4,4,2,8,5,404,7,19,13,30,5,4,5,4,2,5,2,5,4,5,1,3,5,2,4,4,3,2,3,2,3,3,4,,,,,,1,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,,,,1,2,1,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,20,40,1,22,30,5,2,1,2,40,1,4,4,0,0,5,5,0,0,5,0,0,3,9,5,1,2,,,,,,,,,,,2,2,1,404,7,3,2,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,1,,,1,,,1,1,1,,,,,,,7,,,,6,8,1,2,1,4,,,,,3,3,4,2,4,1,2,4,2,3,4,4,3,1,1,1,4,0,4,1,2006,1,2,1,,1,8100,,,1,6,5,,7,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,"BE",2,"de",8100,2,52668.085,33,8,19.230769,59.895833,9.2708333,3.28125,5.6770833,0.15625,5.5208333,9.4791667,1.93056115734379,1.20460271802849,2.44827601113396,1.52763870042514,1,1,1,1,1,1,1,1,1
5579,1,0,10/21/2019 12:43:37,10/21/2019 13:09:54,26.2833333333333,1,,1,1986,33,2,2,1,2,2,3,4,1,2,2,17,4,50,6,48,16,30,5,2,3,2,2,5,5,1,3,2,2,2,5,4,4,4,2,3,2,3,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,5,,,3,1,,,,,,,,,,,,,,,,,,,8,50,6,3,30,5,2,1,1,30,5,5,5,3,2,10,0,10,8,1,,,5,7,9,4,,9,7,0,10,0,3,10,,,2,2,1,,30,5,2,2,0,1,1,0,0,0,1,1,1,1,0,0,0,8,0,0,0,0,0,0,0,1,,,2,8207,8207,2,2,2,1,1,1,1,,6,6,8,9,6,10,7,2,1,2,3,,,,,5,2,2,1,2,1,1,2,2,1,2,2,3,1,1,1,4,0,4,1,1999,4,2,1,,1,8207,,,1,6,13,2,2,,2,2,,,,,3332,3332,,2,2,,11,11,,4,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2,15,1,1,"ZH",4,"de",8207,2,83974.332,11,1,32.45371,13.671502,25.629304,11.824194,20.389503,3.5024246,15.659914,0.91373462,1.11877245644945,0.698074928508691,1.06154490035499,0.662366932750421,0.581216356,0.982437956,0.571009008782408,1,1,1,1,1,1
5580,1,0,10/22/2019 20:46:55,10/22/2019 21:16:39,29.7166666666667,1,,2,1994,25,2,2,10,4,3,4,4,3,4,3,,,20,3,,,20,3,4,,4,4,2,2,1,2,3,1,5,1,3,2,2,1,1,2,2,3,3,1,,,,,,0,,2,2,2,2,2,2,1,2,2,2,2,2,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,3,3,5,5,1,7,6,5,1,,,,,5,5,,,7,,9,3,3,,,,8,3,2,1,40,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,,,1,,,2,4,2,4,4,1,,,8,3,3,10,5,1,6,,1,1,3,,,,,2,5,3,5,1,3,5,4,5,1,3,1,,0,1,1,5,0,2,0,1994,4,1,,,2,8100,,,2,6,5,,1,,3,3,,,,,3213,3213,,1,1,,4,4,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,3,3,1,"FR",2,"fr",8100,6,82919.855,22,7,15.34835,13.266615,22.504491,20.272004,11.547344,17.680267,6.5948165,0.30792918,2.68076810465382,5.31421247591778,2.68076810465382,5.31421247591778,1,1,1,1,1,1,1,1,1
