userid;langint;imode;indate_paper;language_paper;intstart;intend;Finished;Completion_Rate;totaltime;UserLanguage;sex;birthyear;age;agecat;f10000;f10100;f12700c;f12700rec;f12720rec;f12720main6;f12730c;f12730rec;f12740rec;f12740main6;Q03;Q04a;Q04b;Q04c;Q04d;Q05a;Q05b;Q05c;Q06;f12800a;f12800b;f12800c;f12800g;f12800j;f12800l;f12800m;Q08a;Q08b;f14610;f14620;f15656;f13306;f13660a;f13660b;f13660c;f13660d;f13660e;f13660f;f13660g;f13660i;f13660j;f13660k;f13660l;f13660m;f13660n;Q02a;Q02b;Q02c;Q02d;Q02e;Q02f;Q02g;f11100;f11100rec;f11700;f11301;f11302;f11303;f11304;f11305;f11306;f11307;f11308;f11309;f11310;f11311;f11312;f11400rec;f11400main6;f11600;f11605;f11800rec;f11800main6;f11800ZH;f11800TI;f11800GE;f11805;f11810rec;f11810rec_other;f11900;f12010;f12020a;f12020b;f12020c;f12025;f12030a;f12030b;f12030c;f12030d;f12030e;f12030f;f12030h;f12030i;f12030j;f12030k;f12030l;f12030m;f12030n;f12030o;f12301;f12301p;f12301pmain6;f12302;f12302p;f12302pmain6;f13741;f13742;Q12;Q13;f10200;f10200rec;f10250;f10300rec;f10300main7_combined;Q15;f15130a;f15130c;f15130d;f15130e;f15130f;f15130h;f15130i;f15130j;f15200;f13700;f14000;f14050;f14010rec;f14010main6;f14070;Q24;Q25a;Q25b;Q26b;Q27a;Q27b;Q27c;f12500;n13_030a1;n13_030a2;n13_030a3;n13_030a4;n13_030b1;n13_030b2;n13_030b3;n13_030b4;n13_030c1;n13_030c2;n13_030c3;n13_030c4;n13_030d1;n13_030d2;n13_030d3;n13_030d4;n13_030e1;n13_030e2;n13_030e3;n13_030e4;n13_030f1;n13_030f2;n13_030f3;n13_030f4;n13_030g1;n13_030g2;n13_030g3;n13_030g4;f14081rec;f14081main6;f14400a;f14400c;f14400d;f14400e;f14400f;f14400h;f14400i;f14400j;f12026;f13322;f12900rec;f12900main7_combined;f12905rec;f12905main7_combined;f15420;f15430;f15435;f15440;f15470;f15480;f15485;f15811;f15815;f15816;f15817;f15900;f15900rec;f16300;f16300rec;f16312;f16312rec;f16313;f16313rec;f16314;f16314rec;f20300;E11;f20500;f20700;f20710;f20221;f20221_det;f20210rec1;f20210rec2;f20210rec3;f20212;f20213;f20760;f20900;f21310;E6b_lev;f21400;f26100;f21500_f24900;f21500;f24900;f21550_f24950;f21550;f24950;ISCO08prof_r_2dig;ISCO08prof_r_pre_2dig;ISCO08prof_r_pst_2dig;f21700_f25100;f21700;f25100;f21750_f25150;f21750;f25150;f21800;f21910;E6b_lev_partner;f22000_f22400;f22100_f22500;f22150_f22550;ISCO08prof_p_2dig;ISCO08prof_p_pre_2dig;ISCO08prof_p_pst_2dig;f22300_f22700;f22350_f22750;f22910;E6b_lev_main_earner;f23000_f23400;f23100_f23500;f23150_f23550;ISCO08prof_me_2dig;ISCO08prof_me_pre_2dig;ISCO08prof_me_pst_2dig;f23300_f23700;f23350_f23750;f28910;f29100;f21200;class16_r;class8_r;class5_r;class16_p;class8_p;class5_p;class16_h;class8_h;class5_h;class16;class8;class5;birthcountry_sample;hhsize_sample;lingreg_sample;canton_sample;bigregion_sample;smt3;smt9;msize;weight_d;weight_d_t;weight_d_p;weight_tot;weight_t_zh;weight_p_zh;weight_tot_zh;weight_t_ti;weight_p_ti;weight_tot_ti;weight_t_ge;weight_p_ge;weight_tot_ge
5258;1;1; ; ;10/29/2023 22:40:04;10/29/2023 22:57:45;1;2;17,6833333333333;DE;2;1964;59;5;2;4;17;4;60;60;60;16;60;60;5;5;1;1;1;1;1;3;10;3;4;2;4;4;4;2;3;4;2;3;2;4;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;7;7;7;2; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;60;60; ; ; ; ;1; ;4;2;1;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;50;50;997;997;997;4; ;3;1;5;1;2;60;60;5;9;3;98;4;6; ; ;7;7;4;0;1;60;60;1;2;5;5;3;4;3;3;10;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0; ; ;7;0;0;8;4; ; ;0;2;4;10;10;10;10;3;4;3;3;1;3;4;4;1;1;2;3;1;1;1;1;1;4;1;1;1;1984;1;4; ;0;1;33;8100; ; ;8100;8100;1;4;13;2;1; ;2;2; ; ; ; ;23;23; ;1;1; ;6;6; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;1;2;13;7;1; ; ; ; ; ; ;13;7;1;8100;4;de;BE;2;1;11;1;1,54525443822061;1,07934750765307;1,47160523438049;1,0279041449037;1;1;1;1;1;1;1;1;1
5259;3;2;11/21/2023;IT; ; ; ; ; ; ;1;1937;86;7;21;3;19;13;10;10;6;8;10;10;4;5;5;2;4;1;1;1;10;4;3;3;4;3;3;2;3;3;4;3;3;3;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;-99;7;0;0; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;10;10; ;10; ; ;3; ;1;-99;-99;-99;-99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;120;10;10;997;997;997;3; ;3;1;5;1;-99;10;10;5;8;98;98;98;98;98; ;98;8;3;1; ;-99;-99; ; ;5;5;3;2;4;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0; ; ;10;-99;-99;-99;-99;-99; ;-99;98;2;10;10;503;-99;4;4;-99;2;2;2;4;3;2;4;3;3;1;1;1;98;0;4;1; ; ;1937;1;2;0;0;3;73;8218; ; ;8218;8218;2;2;-99;-99;7;1;-99; ;-99; ; ; ;-99; ;-99; ; ; ;-99; ;-99;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;2; ; ; ; ; ; ; ; ; ; ; ; ;8100;2;it;TI;7;1;12;4;,303860286532778;,212243909372987;,29309872532899;,20472704743979;1;1;1;,749547555;,841510204;,630751915915751;1;1;1
5260;3;1; ; ;11/5/2023 16:01:28;11/5/2023 16:32:51;1;2;31,3666666666667;IT;1;1974;49;4;21;3;45;2;998;998;17;4;998;998;4;5;5;2;2;1;5;1;8;3;4;3;3;2;2;1;3;3;1;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;30;30; ;30; ;Piu stato sociale; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;125;30;30;121;50;50;3; ;98;1;5;1;21;30;30;5;8;2;10;4;8;10; ;8;4;4;1; ;30;30;1;2;5;5;3;4;4;3;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;5;8;0;5;2;0; ;3;98;1;998;998;998;998;4;3;2;1;3;1;3;1;4;4;1;3;1;1;1;4;0;4;1;98;0;1993;1;4; ;1;3;73;8252; ; ;8252;8252;4;6;5; ;1; ;-99;-99; ; ; ; ;74;74; ; ; ; ;14;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;1;7;4;4; ; ; ; ; ; ;7;4;4;8252;4;it;TI;7;1;12;2;,303860286532778;,212243909372987;,263322321039032;,183928474103061;1;1;1;,749547555;,810416667;,607445831281099;1;1;1
5261;1;1; ; ;11/4/2023 15:08:11;11/4/2023 15:28:52;1;2;20,6666666666667;DE;1;1963;60;5;1;4;45;2;10;10;75;14;10;10;5;4;2;2;3;4;1;2;9;3;2;2;2;3;1;1;2;2;2;2;2;3;1;0;0;0;1;1;1;0;0;1;1;0;1;98;98;1;5;1;3; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;10;10;10; ; ;Liberalismus; ;                                 -999,00;2;2;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;997;997;-99; ; ; ;2; ;2;1;5;1;1;10;10;3;7;2;9;1;3; ; ;5;7;2;1; ;10;10;2;3;5;5;2;2;2;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10;10;8;2;7;1;3; ; ;6;98;3;10;10;998;998;1;3;5;4;4;5;4;4;1;2;2;3;1;1;1;98;0;4;1;1;1;2012;4;1; ; ;1;33;8100; ; ;8100;8100;1;4;13;2;10;2;1; ;1; ; ; ;26; ;26;1; ;1;4; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2;9;5;1; ; ; ; ; ; ;9;5;1;8100;1;de;ZH;4;1;11;4;1,58514417003766;1,10721015703479;1,52900446781682;1,06799703706328;,669342457;,78125;,52292379453125;1;1;1;1;1;1
5262;2;1; ; ;12/1/2023 9:00:28;12/1/2023 9:21:17;1;2;20,8;FR;1;1995;28;2;24;2;13;13;998;998;13;13;998;998;4;4;3;2;3;2;3;4;8;3;3;3;3;3;3;2;3;2;2;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;0;0; ;1;0; ;1;1;2;2;2;2;2;2;2;2;2;2;40;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;4;1;4;1;24;998;998;3;0;3;10;1;1; ; ;5;6;3;0;0; ; ; ;3;5;5;3;2;2;3;5;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0; ; ;5;5;5;5;5; ; ;5;98;1;503;-99;503;-99;3;5;3;4;2;2;3;2;2;3;3;2;0;1;1;98;0;4;1;98;0;2018;4;1; ; ;2;48;8100; ; ;8100;8256;8; ;5; ;1; ;3;3; ; ; ; ;43;43; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;1;11;6;4; ; ; ; ; ; ;11;6;4;8100;1;fr;NE;2;1;12;4;,942917717210191;1,51486841435156;,942917717210191;1,51486841435156;1;1;1;1;1;1;1;1;1
5263;1;1; ; ;10/23/2023 20:19:23;10/23/2023 21:41:45;1;2;82,35;DE;1;2001;22;1;4;2;-99;-99; ; ; ; ; ; ;3;2;2;4;3;3;2;1;3;1;2;1;3;3;2;3;2;2;3;3;3;2;0;-99;0;1;0;1;0;0;0;0;0;0;0;1;3;5;7;98;5; ;1;0; ;1;2;2;2;2;2;2;2;2;2;2;2;40;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2;4;1;4;20;21;3;5;3;5;6;8; ; ;4;8;2;0;0; ; ; ;2;2;3;4;4;4;4;5;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0; ; ;1;3;4;3;4; ; ;2;2;2;40;40;30;30;4;3;4;2;4;3;4;2;3;2;3;3;1;5;0;3;0;2;0;2;0;2010;4;1; ; ;1;33;8100; ; ;8100;8100;1;1;5; ;1; ;3;3; ; ; ; ;12;12; ;1;1; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;2;9;5;1; ; ; ; ; ; ;9;5;1;8100;4;de;UR;6;1;13;5;,293992486433259;,472321098252463;,293992486433259;,472321098252463;1;1;1;1;1;1;1;1;1
5264;3;2;11/21/2023;IT; ; ; ; ; ; ;1;1960;63;5;21;2;-99;-99; ; ; ; ; ; ;3;5;5;3;4;2;-99;-99;5;3;3;3;3;4;2;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;5;-99;3;3;-99;0; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;4;30;30; ;30; ; ;2; ;1;-99;1;-99;-99;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;3;0; ; ; ;1;-99;5;-99;-99;-99;-99; ;-99;5;2;0;0; ; ; ; ;5;5;2;2;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;-99;2;-99;-99;-99;-99; ;-99;98;4;-99;-99;501;-99;1;2;4;2;2;2;2;1;3;3;3;98;0;98;0;98;0;4;1; ; ;1990;1;2;0;0;5;152;8256; ; ;8256;8256;4;1;3; ;7;1;-99; ;-99; ; ; ;-99; ;-99; ; ; ;-99; ;-99;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-99;-99;-99; ; ; ; ; ; ; ; ; ; ; ; ;8248;2;it;TI;7;1;12;3;,303860286532778;,212243909372987;,263322321039032;,183928474103061;1;1;1;,749547555;,810416667;,607445831281099;1;1;1
5265;2;1; ; ;10/23/2023 13:48:32;10/23/2023 14:06:48;1;2;18,2666666666667;FR;2;1963;60;5;25;3;17;4;50;50;85;2;30;30;4;5;5;4;1;1;1;4;9;4;4;3;3;4;3;1;3;4;4;3;2;3;1;0;0;0;0;1;0;0;1;1;0;0;1;3;0;0;6;0;0; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;50;50; ; ;50;defendent les causes qui m'importent; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;166;50;50;171;30;30;1; ;3;1;5;1;25;30;30;5;8;2;98;2;7; ;98;8;3;3;1; ;50;50;2;2;5;5;2;2;-99;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;0;10;0;10;6; ;0;0;2;1;30;30;30;30;3;2;3;2;1;3;1;1;3;4;2;2;0;1;1;98;0;5;0;1;1;1982;1;2; ; ;2;48;-99; ; ;8250;8250;8; ;13;2;2; ;2;2; ; ; ; ;26;26; ;1;1; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;13;7;1; ; ; ; ; ; ;13;7;1;8250;1;fr;GE;1;1;11;1;,372996194324858;,260534771977234;,474468991668597;,331412685800714;1;1;1;1;1;1;,665520953;1,098339623;,730968032616621
5266;1;1; ; ;10/24/2023 9:56:17;10/24/2023 11:09:40;1;2;73,3666666666667;DE;1;1952;71;6;2;4;85;2;21;21;5;8;21;21;5;3;4;5;1;4;3;2;5;3;2;2;3;3;2;1;3;3;3;2;4;4;0;0;0;0;0;0;0;1;0;1;0;0;1;5;7;98;4;0;0; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;21;21; ; ; ;Kompromissbereit kein arrogantes Auftreten wie SVP; ;                                 -999,00;3;2;1;-99;1;2;1; ;0;0;0;1; ; ;0;0;0;0;0;0;16;60;60;28;30;30;3; ;1;1;5;1;2;10;10;5;9;0;10;0;5; ; ;8;5;2;0;1;21;21;1;2;5;5;2;2;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;8;0;0;0;10; ; ;10;2;2;998;998;503;-99;4;3;4;4;3;3;4;3;2;2;2;3;1;1;1;98;0;4;1;1;1;1985;1;2; ; ;1;33;8100; ; ;8100;8100;8; ;5; ;7;1;3; ;3; ; ; ;74; ;74;1; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;1;2;7;4;4; ; ; ; ; ; ;7;4;4;8100;2;de;BE;2;1;13;4;1,54525443822061;1,07934750765307;1,45164804360104;1,01396421139193;1;1;1;1;1;1;1;1;1
5267;1;1; ; ;10/23/2023 19:52:16;10/23/2023 20:34:48;1;2;42,5333333333333;DE;1;1970;53;4;4;3;17;4;40;40;60;16;40;40;4;5;3;2;3;3;3;4;1;3;3;3;3;3;1;1;3;3;2;2;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0; ;3;0; ;2;2;2;2;2;2;1;2;2;2;2;1;40;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;5;1;4;993;-99;5;5;0;9;0;0; ; ;4;8;3;0;1;40;40;2;3;98;5;2;2;3;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;6;2;10;0;0; ; ;5;98;3;20;21;20;21;3;5;4;4;4;3;3;2;4;1;3;5;0;1;1;5;0;4;1;1;1;1970;3;4;1;2;1;33;8100; ; ;8100;8100;2;2;5; ;1; ;1;1; ; ; ; ;72;72; ;2;2; ;11;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;2;7;4;4; ; ; ; ; ; ;7;4;4;8100;5;de;UR;6;2;31;7;,293992486433259;,472321098252463;,293992486433259;,472321098252463;1;1;1;1;1;1;1;1;1
5268;2;1; ; ;10/24/2023 8:05:18;10/24/2023 8:38:12;1;2;32,9;FR;1;1991;32;2;25;1;-99;-99; ; ; ; ; ; ;3;5;1;1;3;1;1;4;5;2;2;2;2;2;2;2;2;2;-99;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;0; ;2;2;1;2;2;1;2;2;2;2;2;2;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;98;3;2;0; ; ; ;3;98;98;98;98;98; ;98;98;8;2;0;0; ; ; ;3;98;98;4;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0;0; ;0;0;98;1;998;998;998;998;3;5;3;5;2;3;5;1;4;1;1;98;0;98;0;98;0;98;0;98;0;1991;1;4; ;2;2;48;8100; ; ;8212;8100;8; ;5; ;2; ;3;3; ; ; ; ;-99;-99; ;1;1; ;15;15; ;2;8; ;1;3; ;-99;-99; ;1;15; ; ; ; ; ; ; ; ; ; ;10;3;1; ; ; ; ; ; ; ; ; ; ; ; ;8100;4;fr;GE;1;1;11;3;,372996194324858;,599246512333914;,372996194324858;,599246512333914;1;1;1;1;1;1;1,49920369;1;1,49920369
5269;1;1; ; ;11/3/2023 20:36:58;11/3/2023 21:03:14;1;2;26,25;DE;1;1984;39;3;2;3;19;13;30;30;116;14;21;21;5;5;4;2;4;1;4;4;9;4;3;2;4;4;3;2;3;4;3;2;3;2;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;7;7;0; ;2;0; ;2;2;2;1;2;2;2;2;2;2;2;2;21;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2;2;0; ; ; ;4;8;1;10;0;4; ; ;5;3;3;1; ;30;30;2;3;5;5;2;4;3;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;7;0;4;7; ; ;6;98;2;504;-99;998;998;4;3;3;2;2;1;3;2;4;4;3;3;1;1;1;4;0;4;1;1;1;1984;1;5; ;3;1;33;8100; ; ;8100;8100;1;2;5; ;1; ;2;2; ; ; ; ;24;24; ;1;1; ;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2;2;9;5;1; ; ; ; ; ; ;9;5;1;8100;5;de;BE;2;3;32;6;1,54525443822061;2,48256777645758;1,54525443822061;2,48256777645758;1;1;1;1;1;1;1;1;1
5270;2;1; ; ;11/3/2023 14:34:56;11/3/2023 15:07:20;1;2;32,3833333333333;FR;2;1984;39;3;22;2;31;6;130;350;85;2;21;21;4;5;2;2;1;2;2;2;10;3;3;3;3;3;2;1;3;3;3;1;3;2;1;1;0;0;0;1;0;1;1;1;0;0;0;2;0;0;5;0;1; ;2;0; ;1;1;2;2;2;1;2;2;2;2;2;1;21;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;2;0; ; ; ;4;6;0;7;1;1; ; ;5;6;4;0;1;21;21;1;3;5;5;3;2;4;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;3;8;5;2;2; ; ;10;2;2;501;-99;501;-99;4;4;2;1;4;1;1;1;4;4;4;5;0;1;1;4;0;4;1;4;0;-99;3;3;0;2;-99;-99;8256; ; ;8256;8256;4;1;12;1;10;1;1; ;1; ; ; ;-99; ;-99;2; ;2;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;1; ; ; ; ; ; ; ; ; ; ; ; ;8100;3;fr;VD;1;1;11;5;1,9620866084225;3,15224008953354;1,9620866084225;3,15224008953354;1;1;1;1;1;1;1;1;1
5271;2;1; ; ;11/3/2023 10:53:52;11/3/2023 11:34:28;1;2;40,6;FR;1;1955;68;6;2;3;21;9;40;40;8;5;21;21;4;5;2;2;3;1;1;1;10;3;3;3;4;3;3;1;3;4;3;3;3;2;0;1;0;0;0;0;0;1;0;0;1;0;0;5;0;2;0;0;0; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;40;40; ; ; ; ;2; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26;40;40;18;10;10;3; ;3;1;5;1;2;20;21;4;7;2;98;2;7; ; ;5;7;4;1; ;21;21;2;3;5;5;4;2;3;4;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;5;6;7;6;3; ; ;7;1;3;998;998;501;-99;3;4;2;3;2;3;4;2;3;1;1;3;1;1;1;1;1;4;1;1;1;1989;4;1; ; ;2;48;8100; ; ;8100;8100;2;2;5; ;7;1;1; ;1; ; ; ;11; ;11;2; ;2;10; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1;9;5;1; ; ; ; ; ; ;9;5;1;8100;1;de;BE;2;1;11;1;1,54525443822061;1,07934750765307;1,70049451545115;1,18778142397277;1;1;1;1;1;1;1;1;1
5272;3;1; ; ;10/24/2023 12:17:50;10/24/2023 12:58:53;1;2;41,0333333333333;IT;1;1940;83;7;21;2;8;5;30;30;24;12;30;30;4;5;5;5;1;2;1;4;10;4;4;2;4;4;2;1;3;3;4;3;2;2;-99;-99;-99;-99;-99;1;-99;-99;-99;-99;-99;-99;-99;-99;3;98;3;98;98; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;30;30; ;30; ; ;3; ;1;2;1;-99;-99;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;125;30;30;997;997;997;3; ;3;1;5;1;21;30;30;3;98;10;98;98;98;98; ;98;2;3;0;0; ; ; ;2;5;3;3;4;3;2;5;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;0;0;1;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99; ; ;0;10;0;0;0;0; ;0;98;1;998;998;998;998;4;1;3;4;1;1;2;2;4;2;1;4;0;1;1;98;0;4;1;98;0;1940;1;2; ; ;3;73;8100; ; ;8100;8100;2;2;12; ;7;1;1; ;1; ; ; ;-99; ;-99;1; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;2; ; ; ; ; ; ; ; ; ; ; ; ;8100;2;it;TI;7;1;12;5;,303860286532778;,212243909372987;,263322321039032;,183928474103061;1;1;1;,749547555;,810416667;,607445831281099;1;1;1
5273;2;1; ; ;11/3/2023 15:41:10;11/3/2023 16:21:53;1;2;40,7166666666667;FR;2;1956;67;6;25;3;19;13;30;30;17;4;50;50;4;5;3;4;1;2;4;3;9;3;2;2;3;4;2;1;3;3;2;3;3;2;0;0;0;0;0;0;0;1;0;1;1;0;0;4;0;98;98;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;30;30; ; ;30;Ce parti me semble vraiment se préoccuper de la population et de ses principaux soucis.; ;                                 -999,00;2;2;2;2;1;3;0;0; ;0;1;0; ;0;0;0;0;0;0;0;166;50;50;171;30;30;1; ;3;3;5;1;25;30;30;3;10;0;10;0;5; ;10;8;0;2;1; ;30;30;3;2;5;5;3;3;3;3;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;0;10;0;10;5; ;0;1;2;1;998;998;998;998;5;2;3;2;2;2;2;1;3;4;4;2;0;1;1;98;0;2;0;1;1;1956;3;2;1; ;2;48;8100; ; ;8236;8100;2;1;9; ;7;2;3; ;3; ; ; ;23; ;23;1; ;1;6; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;1;14;7;2; ; ; ; ; ; ;14;7;2;8100;2;fr;GE;1;1;11;4;,372996194324858;,260534771977234;,323234815411629;,225776858342492;1;1;1;1;1;1;,665520953;,747870968;,497723799344392
5274;2;2;12/5/2023;FR; ; ; ; ; ; ;2;1935;88;7;25;2;6;8;998;998;33;4;-99;-99;3;5;4;3;1;2;3;4;5;2;3;1;3;3;2;1;3;3;3;3;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0; ;1;0; ;2;2;2;2;2;2;1;2;2;2;2;2;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-99;98;3;-99;-99;25; ; ;-99;98;98;98;98;98; ;98;98;98;3;1; ;-99;-99; ; ;98;98;98;98;98;98;-99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;-99;-99;-99;-99;-99; ;-99;-99;2;1;-99;-99;998;998;3;-99;-99;-99;2;3;2;1;3;2;4;98;0;98;0;98;0;98;0; ; ;1964;2;1; ; ;2;48;8100; ; ;8100;8100;1;3;3; ;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;98;1; ; ; ; ; ; ; ; ; ; ; ; ;8100;1;fr;GE;1;1;11;3;,372996194324858;,599246512333914;,372996194324858;,599246512333914;1;1;1;1;1;1;1,49920369;1;1,49920369
