userid,imode,sample_group,intstart,intend,totaltime,finished,indate,spr,birthyear,age,agecat,sex,f10000,f10100,f13400a,f13400b,f13400c,f13400d,f13400e,f13400f,f12700c,f12700rec,f12720rec,f12720main6,f12730c,f12730rec,f12740rec,f12740main6,q03,q04a,q04b,q04c,q04d,q04e,q04f,q04g,q05b,q05a,q05c,q05d,q05e,q06a,q06b,q06c,q06d,q07,q09,f14610,f15656,f11100,exp_ge,q_e1,q_e2,q_e3,q_e4,f11100rec,f11700,f11301,f11302,f11303,f11304,f11305,f11306,f11307,f11308,f11309,f11310,f11311,f11312,f11400rec,f11400main6,q1,q2,f11600,f11605,q3,q9a_web,q9a_paper,q9b_web,q9b_paper,q9c_web,q9c_paper,q9d_web,q9d_paper,q4a_web,q4a_paper,q4b_web,q4b_paper,q4c_web,q4c_paper,q4d_web,q4d_paper,q4e_web,q4e_paper,q4f_web,q4f_paper,q4g_web,q4g_paper,q4h_web,q4h_paper,q4i_web,q4i_paper,q5,q6,q7,q8,f11800rec,f11800main6,f11800zh,f11800ti,f11800ge,f11900,f12010,f12021,f12022,f12023,f12030a,f12030b,f12030c,f12030d,f12030e,f12030f,f12030g,f12030h,f12030i,f12030j,f12030k,f12030l,f12030m,f12030o,f12025,f12301,f12301p,f12301pmain6,f12302,f12302p,f12302pmain6,f10200,f10200rec,f10250,f10300rec,f10300main6,q14a,q14b,f14400a,f14400b,f14400c,f14400d,f14400e,f14400f,f14400g,f14400h,f14400i,q16a,q16b,q16c,q16d,q16e,f15130a,f15130b,f15130c,f15130d,f15130e,f15130f,f15130g,f15130h,f15130i,f15200,f13700,f14000,f14050,f14010rec,f14010main6,f14070,f13306,f13660a,f13660b,f13660c,f13660d,f13660e,f13660f,f13660g,f13660i,f13660j,f13660k,f13660l,f13660m,f13660n,f12500,f14079a,f14079b,f14079c,f14079d,f14079e,f14079f,f14079g,f14079h,f14081rec,f14081main6,f20211,f20212,f20213,f21000a,f21000b,f21000c,f21000d,f21000e,f21000f,f21000g,f21000h,f21010a,f21010b,f21010c,f21010d,f21010e,f21010f,f21010g,f12026,f21020,f21030,f13322,f12900rec,f12900main6,f12905rec,f12905main6,f15420,f15430,f15435,f15440,f15470,f15480,f15485,f15810,f15811,f15812,f15813,q08,f15900,f15900rec,f16300,f16300rec,f16312,f16312rec,f16313,f16313rec,f20300,e11,f20500,f20700,f20710,f20221,f20210rec1,f20210rec2,f20210rec3,f20760,f20900,f21310,e6b_lev,f21400,f26100,f21500_f24900,f21500,f24900,f21550_f24950,f21550,f24950,isco08prof_r,isco08prof_r_pre,isco08prof_r_pst,f21700_f25100,f21700,f25100,f21750_f25150,f21750,f25150,f21800,class16_r,class8_r,class5_r,f21910,e6b_lev_partner,f22000_f22400,f22100_f22500,f22150_f22550,isco08prof_p,isco08prof_p_pre,isco08prof_p_pst,f22300_f22700,f22350_f22750,class16_p,class8_p,class5_p,f22910,e6b_lev_main_earner,f23000_f23400,f23100_f23500,f23150_f23550,isco08prof_me,isco08prof_me_pre,isco08prof_me_pst,f23300_f23700,f23350_f23750,class16_h,class8_h,class5_h,class16,class8,class5,f28910,f29100,f21200,canton_sample,bigregion_sample,lingreg_sample,birthcountry_sample,hhsize_sample,taxableincome,smt9,msize,foreigners,msvp,msp,mfdp,mgps,mcvp,mglp,mbdp,weight_d,weight_d_t,weight_d_p,weight_tot,weight_t_zh,weight_p_zh,weight_tot_zh,weight_t_ti,weight_p_ti,weight_tot_ti,weight_t_ge,weight_p_ge,weight_tot_ge,year
6092,1,0,11/16/2019 11:54:08,11/16/2019 12:20:44,26.5833333333333,1.0,,3,1943,76,7,2,21,3.0,3.0,3.0,3.0,4.0,4.0,3.0,8.0,5.0,80.0,7.0,24.0,12.0,80.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,21.0,,,5.0,4.0,5.0,0.0,0.0,0.0,,4.0,4.0,7.0,,5.0,5.0,5.0,5.0,5.0,6.0,3.0,0.0,5.0,3.0,6.0,7.0,9.0,,7.0,2.0,1.0,,,,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,2.0,2.0,4.0,4.0,4.0,,,7.0,5.0,7.0,7.0,7.0,5.0,0.0,1.0,2.0,1.0,3.0,10.0,2.0,10.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,1.0,0.0,,,4.0,0.0,2.0,0.0,2011.0,1.0,4.0,,1.0,3.0,8100.0,,,2.0,5.0,4.0,,7.0,6.0,,,,,,,,,,,,,,,,2.0,,,,13.0,3.0,1.0,1.0,,2100.0,,2100.0,1.0,10.0,5.0,3.0,1.0,,,,,,,,,,,,,,5.0,3.0,1.0,,2.0,2.0,TI,7,it,8100.0,4.0,78172.014,12.0,6.0,26.056025,13.66344,11.783321,17.944899,8.6746091,29.784066,0.80044676,,0.340904815527355,0.212712695379339,0.340904815527355,0.212712695379339,1.0,1.0,1.0,0.738516082,1.0,0.738516082,1.0,1.0,1.0,2019
6093,1,1,11/1/2019 08:43:39,11/1/2019 08:58:30,14.85,1.0,,2,1975,44,3,2,25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,42.0,12.0,30.0,5.0,31.0,6.0,30.0,5.0,4.0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,2.0,4.0,3.0,,3.0,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,3.0,2.0,,2.0,1.0,1.0,,4.0,,1.0,,4.0,,1.0,,4.0,,1.0,,4.0,,1.0,,4.0,,1.0,,4.0,,1.0,,1.0,4.0,1.0,1.0,30.0,5.0,,,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,25.0,30.0,5.0,,,0.0,0.0,10.0,0.0,9.0,0.0,0.0,,0.0,,,,,,,,0.0,,2.0,5.0,,,,8.0,2.0,2.0,1.0,30.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,7.0,3.0,2.0,6.0,3.0,8.0,9.0,2.0,2.0,2.0,4.0,20.0,3.0,10.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,,0.0,1.0,0.0,1975.0,4.0,1.0,,,2.0,8100.0,,,7.0,,13.0,1.0,2.0,,2.0,2.0,,,,,3300.0,3300.0,,2.0,2.0,,11.0,11.0,,,10.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,2.0,5.0,2.0,2.0,GE,1,fr,,,105542.51,22.0,6.0,26.988297,13.562358,8.9710192,21.523934,25.341908,8.8977532,7.8069033,0.26864214,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.92664953,0.539545496445419,2019
6095,1,1,10/23/2019 13:17:19,10/23/2019 13:36:42,19.3666666666667,1.0,,2,1990,29,2,2,25,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,3.0,,4.0,2.0,,,2.0,,,,,,,,,,,3.0,2.0,3.0,3.0,,2.0,,2.0,,,0.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,6.0,2.0,,,,2.0,2.0,,2.0,,2.0,,3.0,,3.0,,2.0,,3.0,,2.0,,3.0,,2.0,,3.0,,3.0,,2.0,,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,25.0,,,,,5.0,5.0,5.0,5.0,7.0,7.0,5.0,,7.0,,,,,,,,,5.0,,,,,,,2.0,2.0,2.0,,,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8534.0,8534.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,,4.0,,,,,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,5.0,0.0,,0.0,1.0,0.0,2003.0,4.0,5.0,2.0,0.0,2.0,8534.0,,,2.0,2.0,7.0,,1.0,,3.0,3.0,,,,,3300.0,3300.0,,4.0,4.0,,13.0,13.0,,,10.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,2.0,7.0,2.0,1.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1.0,1.0,1.0,1.0,1.0,1.0,1.796684786,1.0,1.796684786,2019
6096,1,1,11/18/2019 15:33:48,11/18/2019 15:55:51,22.05,1.0,,2,1994,25,2,2,25,3.0,4.0,4.0,3.0,4.0,4.0,3.0,,,,,,,,,4.0,,3.0,3.0,,,2.0,,,,,,,,,,,3.0,2.0,3.0,,,4.0,,,,1.0,0.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,3.0,,,,1.0,2.0,,3.0,,2.0,,2.0,,1.0,,3.0,,2.0,,4.0,,1.0,,4.0,,2.0,,4.0,,2.0,,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,3.0,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,2.0,3.0,4.0,4.0,4.0,,,8.0,2.0,8.0,8.0,4.0,7.0,7.0,,,1.0,3.0,,,,,,4.0,3.0,4.0,1.0,,3.0,3.0,5.0,1.0,,2.0,,0.0,,0.0,,0.0,3.0,0.0,2013.0,4.0,4.0,2.0,0.0,2.0,8100.0,,,7.0,,12.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,2.0,2.0,,2131.0,2131.0,,2.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,,2.0,2.0,GE,1,fr,,,98247.538,11.0,4.0,21.63377,12.780863,14.636455,16.31848,23.955441,14.778465,5.0366069,0.37553648,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1.0,1.0,1.0,1.0,1.0,1.0,1.796684786,1.0,1.796684786,2019
6097,1,0,10/21/2019 20:22:04,10/21/2019 20:58:43,36.6333333333333,1.0,,3,1978,41,3,1,21,2.0,2.0,3.0,4.0,4.0,4.0,2.0,6.0,8.0,80.0,7.0,,,,,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,,,,,,0.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,80.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,6.0,2.0,1.0,,80.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2.0,1.0,2.0,3.0,80.0,7.0,,,2.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,1978.0,1.0,2.0,,,3.0,8100.0,,,2.0,5.0,10.0,,1.0,,2.0,2.0,,,,,5120.0,5120.0,,2.0,2.0,,3.0,3.0,,3.0,15.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,4.0,5.0,2.0,2.0,TI,7,it,8100.0,2.0,75222.322,12.0,4.0,22.239325,9.819382,11.565967,20.688549,11.21069,25.664711,0.93517924,,0.340904815527355,0.675791621300965,0.340904815527355,0.675791621300965,1.0,1.0,1.0,1.535272962,1.0,1.535272962,1.0,1.0,1.0,2019
6098,1,0,10/25/2019 14:02:42,10/25/2019 14:40:24,37.7,1.0,,2,1938,81,7,1,24,3.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,16.0,30.0,5.0,33.0,4.0,50.0,6.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6.0,,,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,154.0,20.0,3.0,993.0,993.0,9.0,1.0,1.0,24.0,30.0,5.0,3.0,3.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,,,9.0,7.0,9.0,2.0,,7.0,,1.0,,1.0,5.0,,,,3.0,2.0,2.0,1.0,50.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0,,,,,,,,0.0,0.0,10.0,10.0,0.0,7.0,7.0,2.0,,1.0,3.0,,,,,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,4.0,2.0,5.0,0.0,1.0,1.0,4.0,0.0,4.0,1.0,1938.0,1.0,2.0,,,2.0,8100.0,,,7.0,,12.0,2.0,7.0,1.0,2.0,,2.0,,,,2341.0,,2341.0,2.0,,2.0,6.0,,6.0,1.0,14.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,2.0,6.0,1.0,2.0,NE,2,fr,8100.0,2.0,60319.707,12.0,3.0,30.335687,12.006487,15.574128,13.487806,21.40585,6.171646,4.9491673,,1.86071679342082,1.16102227495341,1.34219992117476,0.837485861058803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
6099,1,0,11/2/2019 20:07:23,11/2/2019 21:04:29,57.0833333333333,1.0,,1,1942,77,7,1,19,2.0,2.0,2.0,3.0,4.0,3.0,4.0,31.0,6.0,20.0,3.0,6.0,8.0,40.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,2.0,99.0,40.0,1.0,993.0,993.0,9.0,1.0,1.0,19.0,40.0,1.0,5.0,5.0,5.0,4.0,3.0,8.0,,,,,,7.0,9.0,9.0,7.0,,8.0,4.0,1.0,10.0,0.0,1.0,7.0,,,7.0,2.0,1.0,,40.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,8.0,4.0,5.0,9.0,9.0,7.0,9.0,,2.0,2.0,3.0,20.0,3.0,20.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1972.0,1.0,2.0,,,1.0,8100.0,,,2.0,4.0,5.0,,7.0,2.0,3.0,,3.0,,,,5223.0,,5223.0,1.0,,1.0,2.0,,2.0,1.0,15.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,4.0,5.0,3.0,1.0,AG,3,de,8100.0,2.0,76213.565,23.0,7.0,12.109375,29.734566,11.691023,14.703251,5.0700865,17.35759,11.840143,3.0271399,2.41978963801147,1.50986419876815,3.06869994778364,1.91476156238431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
6100,1,1,12/13/2019 01:34:14,12/13/2019 01:52:07,17.8666666666667,1.0,,2,1999,20,1,1,25,3.0,2.0,4.0,3.0,3.0,3.0,4.0,6.0,8.0,40.0,1.0,33.0,4.0,50.0,6.0,2.0,,3.0,3.0,,,2.0,,,,,,,,,,,2.0,3.0,3.0,4.0,,4.0,,,,2.0,0.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,,,,1.0,2.0,,2.0,,2.0,,3.0,,2.0,,2.0,,2.0,,2.0,,2.0,,3.0,,2.0,,3.0,,2.0,,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,6.0,2.0,5.0,7.0,5.0,4.0,,7.0,,,,,,3.0,8.0,3.0,5.0,8.0,,8.0,,,7.0,2.0,2.0,2.0,,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8100.0,8212.0,1.0,4.0,1.0,2.0,4.0,4.0,,2.0,6.0,5.0,7.0,7.0,8.0,7.0,5.0,,2.0,1.0,3.0,,,,,2.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,1.0,,0.0,,0.0,,0.0,4.0,1.0,1999.0,4.0,4.0,2.0,2.0,2.0,8100.0,8218.0,8212.0,2.0,4.0,9.0,,2.0,,4.0,4.0,,40.0,40.0,,8219.0,8219.0,,,,,7.0,7.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,2.0,1.0,GE,1,fr,,,67399.549,11.0,3.0,44.025754,15.723105,21.080155,9.6332441,21.300523,5.9097189,3.6885461,0.37952324,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1.0,1.0,1.0,1.0,1.0,1.0,1.796684786,1.0,1.796684786,2019
6101,1,1,10/21/2019 21:01:08,10/21/2019 21:48:33,47.4,1.0,,1,1970,49,4,1,25,2.0,2.0,2.0,4.0,4.0,4.0,2.0,8.0,5.0,10.0,2.0,2.0,16.0,30.0,5.0,2.0,,4.0,2.0,,,2.0,,,,,,,,,,,3.0,2.0,3.0,4.0,,3.0,,,4.0,,1.0,3.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,1.0,,4.0,,1.0,,3.0,,3.0,,2.0,,3.0,,2.0,,3.0,,2.0,,3.0,,2.0,,2.0,,1.0,4.0,3.0,3.0,20.0,3.0,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,167.0,20.0,3.0,166.0,10.0,2.0,1.0,1.0,25.0,70.0,7.0,,,8.0,8.0,8.0,1.0,2.0,5.0,7.0,,2.0,,,,,,7.0,6.0,3.0,9.0,2.0,6.0,6.0,,8.0,6.0,1.0,2.0,2.0,,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8207.0,8207.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,,8.0,4.0,8.0,4.0,10.0,3.0,8.0,,1.0,1.0,2.0,,,,,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1999.0,4.0,2.0,1.0,,2.0,8207.0,,,1.0,5.0,13.0,2.0,1.0,,2.0,2.0,,,,,2410.0,2410.0,,4.0,4.0,,13.0,13.0,,1.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,13.0,1.0,1.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.180571285946624,0.112670174172819,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,1.16711236,0.679555967274687,2019
6102,1,1,11/15/2019 10:25:15,11/15/2019 10:52:23,27.1333333333333,1.0,,2,1974,45,4,2,25,2.0,2.0,3.0,4.0,3.0,3.0,2.0,33.0,4.0,50.0,6.0,70.0,14.0,30.0,5.0,2.0,,3.0,3.0,,,2.0,,,,,,,,,,,2.0,2.0,3.0,3.0,,4.0,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,3.0,2.0,,3.0,1.0,1.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,3.0,,2.0,,4.0,,3.0,,1.0,4.0,2.0,2.0,50.0,6.0,,,7.0,3.0,1.0,,,,,,,,,,,,,,,,,,,169.0,50.0,6.0,993.0,993.0,9.0,5.0,2.0,,,,,,0.0,0.0,10.0,0.0,10.0,9.0,0.0,,0.0,,,,,,8.0,8.0,3.0,8.0,3.0,7.0,5.0,,10.0,3.0,2.0,1.0,,30.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8218.0,8218.0,3.0,3.0,,4.0,2.0,2.0,2.0,,4.0,7.0,8.0,7.0,9.0,8.0,4.0,2.0,2.0,2.0,2.0,,,,,3.0,5.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,2008.0,1.0,3.0,,1.0,2.0,8218.0,,,2.0,6.0,13.0,2.0,2.0,,3.0,3.0,,,,,,,,2.0,2.0,,6.0,6.0,,2.0,,,,12.0,1.0,1.0,1.0,,1200.0,1200.0,,,14.0,9.0,5.0,1.0,,,,,,,,,,,,,,9.0,5.0,1.0,,1.0,2.0,GE,1,fr,,,82240.128,11.0,3.0,37.296286,10.887089,14.669843,14.730824,28.699381,7.7713197,5.2120057,0.47641734,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.81939259,0.477094702411652,2019
6103,2,0,,,,,251119.0,1,1962,57,5,2,19,2.0,2.0,2.0,3.0,4.0,4.0,1.0,17.0,4.0,50.0,6.0,13.0,13.0,30.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,,,,,,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,30.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,8.0,30.0,5.0,5.0,4.0,5.0,3.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,8.0,10.0,2.0,,8.0,5.0,1.0,10.0,1.0,10.0,8.0,10.0,,9.0,2.0,2.0,1.0,30.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,8.0,5.0,8.0,8.0,0.0,7.0,5.0,,1.0,1.0,2.0,30.0,5.0,30.0,5.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1993.0,1.0,3.0,1.0,0.0,5.0,8100.0,,,2.0,6.0,5.0,,2.0,,3.0,3.0,,,,,3300.0,3300.0,,1.0,1.0,,14.0,14.0,,2.0,10.0,5.0,2.0,13.0,2.0,1.0,3.0,,,,,1.0,10.0,,,,,,,,,,,,,,,,,10.0,5.0,2.0,8.0,2.0,2.0,AG,3,de,8100.0,3.0,72813.291,22.0,6.0,17.402047,38.497014,10.750737,11.975505,5.3829289,19.33923,6.675739,3.6969834,2.41978963801147,4.79686260855364,2.41978963801147,4.79686260855364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
6104,1,0,10/21/2019 21:10:43,10/21/2019 21:38:54,28.15,1.0,,1,1967,52,4,1,3,1.0,1.0,1.0,3.0,2.0,2.0,1.0,33.0,4.0,60.0,4.0,2.0,16.0,50.0,6.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,4.0,,,,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,0.0,,,0.0,3.0,25.0,20.0,3.0,29.0,30.0,5.0,1.0,1.0,3.0,60.0,4.0,5.0,5.0,5.0,7.0,7.0,0.0,8.0,10.0,2.0,,,8.0,8.0,8.0,1.0,7.0,8.0,6.0,2.0,10.0,3.0,5.0,9.0,,,4.0,2.0,1.0,,60.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,7.0,8.0,5.0,6.0,4.0,9.0,9.0,2.0,2.0,2.0,1.0,20.0,3.0,20.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1995.0,1.0,4.0,,0.0,1.0,8100.0,,,7.0,,13.0,2.0,1.0,,2.0,2.0,,,,,3422.0,3422.0,,2.0,2.0,,6.0,6.0,,1.0,15.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,4.0,15.0,1.0,2.0,LU,6,de,8100.0,4.0,71459.108,12.0,2.0,24.193608,14.976281,25.023719,12.940539,20.765948,14.137117,10.515759,,2.28985004689936,1.42878643335381,1.99129257632133,1.24249700181836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
